date,location,title,categories,source_link
2024-05-08,peru,Mexico tightens travel rules on Peruvians in a show of visa diplomacy to slow migration to US,International Relations and Diplomacy,https://apnews.com/article/mexico-peru-visa-immigration-border-asylum-0d4206bbb002318b9e0fd2bbf22ab48c
2024-05-02,peru,"Tim Howard, last in line of top American goalkeepers, enters U.S. National Soccer Hall of Fame",Sports,https://apnews.com/article/tim-howard-soccer-hall-of-fame-d4899e3a9d589d57ed1c50979751e63b
2024-04-28,peru,Renowned Peruvian investigative reporter battles criminalized smear campaign — and cancer,Other,https://apnews.com/article/peru-gustavo-gorriti-corruption-journalist-4fcc84fdc3d37b76c64c9988f299c77b
2024-04-25,peru,Judge orders preventative detention for Iranian and 2 Peruvians in thwarted plot to kill Israelis,Culture and Society,https://apnews.com/article/peru-iran-killing-plot-detention-israeli-b89d6b69b182feafb96b44cbdefa190a
2024-04-05,peru,"Mexican president wanted to lead Latin America, but reality and his own rhetoric got in the way",Political Events,https://apnews.com/article/mexico-ecuador-ambassador-expelled-latin-america-diplomacy-90b5a9b98a7ac25b6b76e5b3bde16e2e
2024-04-05,peru,Peru’s president interrogated by prosecutors for hours amid expanding ‘Rolexgate’ probe,Political Events,https://apnews.com/article/dina-boluarte-peru-president-rolex-corruption-4055c95ad07d7db0ee2a629b3bee96d9
2024-04-03,peru,Prosecutors widen illicit enrichment probe against Peru’s president to include jewelry worth $500K,Political Events,https://apnews.com/article/peru-president-boluarte-watches-scandal-cabinet-95e1ad29ab504daee3cf9f19227286ce
2024-04-02,peru,Pressure mounts against Peru’s president as lawmakers submit request to remove her from office,Political Events,https://apnews.com/article/peru-president-boluarte-luxury-watches-investigation-988d100df9d59f2a58fef4f241ea31db
2024-03-30,peru,Government agents raid Peruvian President Boluarte’s residence in luxury watch investigation,Political Events,https://apnews.com/article/peru-president-boluarte-luxury-watches-investigation-e39d68d3e04cf228c59bd6858306c520
2024-03-09,peru,Peru arrests an Iranian man accused of planning an attack on an Israeli citizen,Political Events,https://apnews.com/article/peru-iran-quds-force-israel-attack-ca7884d44bb5e64ee57c18b95f1ec1dc
2024-03-07,peru,Canada to play Netherlands in June 6 exhibition at Rotterdam,Other,https://apnews.com/article/canada-netherlands-exhibition-7abe6a487c080c71158d9e93b0b01a9a
2024-03-01,peru,"Dengue cases in Peru are surging, fueled by mosquitoes and high temperatures brought by El Niño",Other,https://apnews.com/article/peru-piura-denge-epidemic-mosquitoes-el-nino-377507e8ced020f770d8fd9f36925321
2024-02-27,peru,Peru has declared a health emergency in most of its provinces as dengue cases soar,Health and Science,https://apnews.com/article/peru-dengue-health-emergency-el-nino-7a5788425709a54b350bbebe5ebb1d88
2024-01-31,peru,Former Peruvian intelligence chief gets 19 years in prison for 1992 massacre of farmers,Security and Law Enforcement,https://apnews.com/article/peru-montesinos-massacre-pativilca-prison-sentence-596367a65f5444be5eabe365e29dba13
2024-01-31,peru,Peru gives in to protesters in Machu Picchu and rescinds ticket sales contract with private firm,Political Events,https://apnews.com/article/machu-picchu-protests-peru-ruins-a7928a169e70ff81a0794179cf7942d0
2024-01-29,peru,Ex-Peruvian intelligence chief pleads guilty to charges in 1992 massacre of six farmers,Security and Law Enforcement,https://apnews.com/article/vladimiro-montesinos-masacre-pativilca-cargos-audiencia-peru-2a0f59c2506a850a19152ad3c08ac7f7
2024-01-26,peru,"Meet Efruz, the Jack Russell terrier that loves to surf the waves of Peru",Other,https://apnews.com/article/peru-summer-surfing-dog-3d4312422ac5d80bc5596ad5cfdb54fe
2024-01-13,peru,They’re not aliens. That’s the verdict from Peru officials who seized 2 doll-like figures,Other,https://apnews.com/article/peru-aliens-mexico-congress-extraterrestrials-2ab059d55d3d0352e41ad2a4c312d1ed
2023-12-08,peru,AP Week in Pictures: Latin America and Caribbean,Other,https://apnews.com/article/latin-america-caribbean-photo-gallery-week-5d0e7d384cce54b988ce069002f4c9d7
2023-12-07,peru,Former Peruvian President Alberto Fujimori is freed from prison on humanitarian grounds,Political Events,https://apnews.com/article/peru-alberto-fujimori-release-prison-death-squads-d277d1615e7aeb40e1211ea4472d0bf6
2023-12-05,peru,Peruvian constitutional court orders release of former President Alberto Fujimori,Political Events,https://apnews.com/article/alberto-fujimori-expresident-peru-released-4a9c8a0159ac9bf170a15338fa860937
2024-07-06,venezuela,‘Freedom!’ chants at Venezuelan opposition rallies ahead of election show depth of needs and fear,Political Events,https://apnews.com/article/venezuela-election-maduro-opposition-machado-edmundo-freedom-1d9aab83e201fcfa911ca1d1f72bdc80
2024-07-06,venezuela,"Canada beats Venezuela in extra round of penalty kicks, reaches semifinals in 1st Copa America",Other,https://apnews.com/article/copa-america-venezuela-canada-90acad51edf8bfbb04545aa433868586
2024-07-05,venezuela,What to know about Venezuela’s election as Maduro faces the toughest race of his decade in power,Political Events,https://apnews.com/article/venezuela-presidential-election-maduro-machado-edmundo-crisis-d9502962992b13620707aba4da37294f
2024-07-03,venezuela,"After a stop in Cuba, 2 Russian ships dock in Venezuelan port as part of ‘show the flag’ exercises",Culture and Society,https://apnews.com/article/venezuela-russia-navy-ships-cuba-d594c7c8fc97a903e5dc90754970b8c0
2024-07-02,venezuela,Venezuela’s opposition coalition welcomes President Maduro’s plan to jumpstart dialogue with the US,Political Events,https://apnews.com/article/venezuela-maduro-opposition-machado-ac96fd2f93a5a8d702e7e8a905f1ca29
2024-06-27,venezuela,Venezuela’s parties officially launch campaigns for presidential election,Political Events,https://apnews.com/video/venezuela-caracas-venezuela-government-spain-government-e5de73dfd4e043d2b8e35a27c3f6f4d8
2024-06-27,venezuela,Venezuela’s victories at Copa America bring joy and relief to Venezuelans,Other,https://apnews.com/video/venezuela-soccer-copa-america-db76863800c043b4a683462f90ebb7fe
2024-06-27,venezuela,At least three dead as storms batter Venezuela,Other,https://apnews.com/video/floods-venezuela-storms-15e8c84ff3e94df68fc94ae66f810d7f
2024-07-02,venezuela,"Ahead of election, Venezuela’s Maduro says he has agreed to resume negotiations with United States",Political Events,https://apnews.com/article/venezuela-united-states-negotiations-nicolas-maduro-3fa0b1326b860446c6707ba95a86435b
2024-07-01,venezuela,"Colombia captures one of the founders of the Tren de Aragua gang, wanted in Venezuela and Chile",Other,https://apnews.com/article/gang-leader-tren-de-aragua-colombia-venezuela-arrest-7f7390299e043747de298ffadd4a06fe
2024-07-01,venezuela,Eduard Bello leads 2nd-half charge in Venezuela’s 3-0 victory over Jamaica in Copa America,Other,https://apnews.com/article/jamaica-venezuela-score-copa-america-23e4816f51e3d19f7bed4a33e1cfa6d1
2024-06-30,venezuela,Venezuelans rehearse voting weeks before the pivotal presidential election,Political Events,https://apnews.com/article/venezuela-presidential-election-rehearsal-maduro-c8b8fd96f0f93fa7730158a1108993d8
2024-06-29,venezuela,"In an Argentine court, Venezuelans testify to alleged crimes against humanity under President Maduro",Political Events,https://apnews.com/article/maduro-venezuela-argentina-icc-78659641782e5ae217ec365e8c8e7b4f
2024-06-28,venezuela,Funeral held in Houston for 12-year-old girl whose body was found in a creek,Other,https://apnews.com/article/texas-girl-killed-houston-funeral-a5a9e4dd53182638e4f52d75c110c470
2024-06-27,venezuela,Venezuela advances to Copa America quarterfinals with a 1-0 win over Mexico on Rondón goal,Culture and Society,https://apnews.com/article/mexico-venezuela-score-dc03d531f518c26e7edb6cfafe21349a
2024-06-20,venezuela,"Without main opposition contender, Venezuela candidates vow to respect presidential election results",Political Events,https://apnews.com/article/venezuela-presidential-election-agreement-maduro-gonzalez-e0286498cdf5e805f46c29e97a173e38
2024-06-10,venezuela,Venezuela’s ruling party tests its organizing efforts ahead of next month’s presidential election,Political Events,https://apnews.com/article/venezuela-presidential-election-maduro-ruling-party-0d10d05931c668f73e6472a3dcd05640
2024-05-30,venezuela,Oil executives imprisoned five years in Venezuela sue former employer Citgo for $400 million,Other,https://apnews.com/article/citgo-venezuela-arrests-lawsuit-maduro-05cba74de04aa598bc315a9c9c8d90e4
2024-05-30,venezuela,"As Maduro shifts from migration denier to defender, Venezuelans consider leaving if he is reelected",Other,https://apnews.com/article/venezuela-election-migrants-maduro-9ba01c2cd7246adb9369bf69941d986a
2024-05-29,venezuela,Venezuela revokes invitation for European Union mission to observe presidential election in July,Political Events,https://apnews.com/article/venezuela-election-european-union-electoral-observers-maduro-5e05e255f0b67bf9f476aa7a1b889016
2024-05-23,venezuela,Baseball becomes a shelter for Venezuelan children in soccer-mad Peru,Sports,https://apnews.com/article/venezuela-peru-children-baseball-migrants-2db8aa8616bbcea874b703f87dd26f35
2024-05-18,venezuela,Venezuelan opposition presidential candidate Gonzalez seeks unity in first rally,Political Events,https://apnews.com/article/venezuela-elections-opposition-candidate-gonzalez-b374012f3f66bba1a05ed1a0c6b8e3f8
2024-05-16,venezuela,Venezuela’s barred opposition candidate is now the fiery surrogate of her lesser-known replacement,Political Events,https://apnews.com/article/venezuela-presidential-election-maduro-opposition-machado-edmundo-aecb49c26aba7dd7c98c0139282c8ade
2024-05-15,venezuela,Son-in-law of top opponent of Venezuela’s president pleads guilty to US money laundering charges,Political Events,https://apnews.com/article/venezuela-vuteff-money-laundering-48f1ba6f4a82a00adca7ccc0586b6e67
2024-05-10,venezuela,Ex-Venezuelan diplomat ‘never’ considered being president but will launch campaign this month,Political Events,https://apnews.com/article/venezuela-presidential-election-maduro-opposition-machado-edmundo-0c546cf1e940e4f299ee6d30a3d56a40
2024-04-25,venezuela,"Venezuela broke its HPV vaccine promises, and there’s barely any sex ed. Experts say it’s a problem",Health and Science,https://apnews.com/article/venezuela-health-infections-sti-hpv-vaccines-maduro-e22975e1280aee1ac3e3845c3eeac33b
2024-04-24,venezuela,"Francisco ‘Morochito’ Rodríguez, boxer who won Venezuela’s first Olympic gold medal, dies at 78",Sports,https://apnews.com/article/rodriguez-obituary-venezuela-gold-medalist-83b204813b4b1d08b39ac86b4677313c
2024-04-24,venezuela,Billionaire Texas oilman inks deal with Venezuela’s state-run oil giant as US sanctions loom,International Relations and Diplomacy,https://apnews.com/article/texas-billionaire-venezuela-oil-company-deal-lewis-6285b797a3648fd914218623e9fd0f1e
2024-04-22,venezuela,Venezuela’s president meets with accuser in ongoing criminal probe into human rights abuse,Political Events,https://apnews.com/article/venezuela-maduro-international-criminal-court-crackdown-343a1c90098910ae780b2637e7f222f0
2024-04-20,venezuela,Venezuela’s opposition backs unknown former diplomat in latest gambit to unseat Maduro,Political Events,https://apnews.com/article/venezuela-presidential-election-opposition-gonzalez-39e057ae9e9bbb8cc7d73fb760efb2db
2024-04-20,venezuela,Venezuela’s main opposition bloc agrees on candidate to challenge Maduro in presidential election,Political Events,https://apnews.com/article/venezuela-opposition-presidential-election-d3045f5d0cee4fa7ebafcf5e1733fcfd
2024-04-17,venezuela,US reimposes oil sanctions on Venezuela as hopes for a fair presidential election fades,Political Events,https://apnews.com/article/venezuela-united-states-sanctions-maduro-fair-elections-17589aed0dcab89ac1075dd041f8198d
2024-04-17,venezuela,Venezuela closes its embassy in Ecuador to protest the police raid on the Mexican Embassy there,Political Events,https://apnews.com/article/venezuela-closes-embassy-ecuador-mexico-3874d5469a5ef3665e2130b12c4c8776
2024-04-14,venezuela,Venezuelans living abroad want to vote for president this year but can’t meet absentee requirements,Political Events,https://apnews.com/article/venezuela-presidential-election-maduro-opposition-machado-migrants-5001f67210a52d20426e4a4937f1c9f0
2024-04-13,venezuela,Chile will ask Venezuela to extradite citizens suspected of killing an anti-Maduro dissident,Other,https://apnews.com/article/maduro-chile-venezuela-crime-killing-abduction-dissident-f7b042724294e88208252d76a6379a33
2024-04-10,venezuela,"Former Venezuelan oil minister is arrested in connection with corruption probe, authorities say",Political Events,https://apnews.com/article/venezuela-corruption-arrests-maduro-elaissami-eea92e199050fc414c3625e07bae6184
2024-04-08,venezuela,Retired Venezuelan general who defied Maduro gets over 21 years in US prison,Other,https://apnews.com/article/venezuela-maduro-drugs-cocaine-terror-military-coup-d1c6d2f42012455de6a868b0254498ac
2024-04-04,venezuela,Guyana condemns Venezuela for signing into law a referendum approving annexation of disputed region,Other,https://apnews.com/article/guyana-venezuela-essequibo-dispute-maduro-law-a72e94ed5417f99d090e1062c68017d7
2024-07-08,colombia,"Deforestation in Colombia fell to historic lows in 2023, environment minister says",Political Events,https://apnews.com/article/colombia-deforestation-amazon-petro-muhamad-e25c42cfb5607be9057382ac828d6568
2024-07-07,colombia,Colombia cruises past Panama 5-0 in Copa America to advance to the semifinals,Other,https://apnews.com/article/copa-america-colombia-panama-score-74e49f8ab48cc7b33aa00f280bd21e3d
2024-07-02,colombia,"José Raúl Mulino sworn in as Panama’s new president, promises to stop migration through Darien Gap",Political Events,https://apnews.com/article/panama-mulino-immigration-darien-gap-31f214b8c9885c6e9f943c5ed9cc9ac1
2024-06-29,colombia,Colombia dominates Costa Rica 3-0 to reach Copa America quarterfinals,Culture and Society,https://apnews.com/article/copa-america-colombia-costa-rica-2f5696dd6e5d4ce69eee87dcc7d3bc80
2024-06-29,colombia,Panama’s next president wants a deal with US on deporting migrants who cross the perilous Darien Gap,Political Events,https://apnews.com/article/panama-darien-gap-mulino-migration-adcd1e2a7058d1bb1fd0a7030515869a
2024-06-27,colombia,"Turkey halts Israeli imports and exports, as Colombia cuts diplomatic ties with Israel - AP explains",Political Events,https://apnews.com/video/colombia-israel-hamas-war-israel-government-colombia-government-israel-3b84c338cd07480a9559dea445d6578d
2024-06-27,colombia,"Body camera video shows police cutting chains, moving furniture at Columbia University",Security and Law Enforcement,https://apnews.com/video/law-enforcement-protests-and-demonstrations-colombia-colleges-and-universities-domestic-news-9ef9cc7244554ecc8bd3ed54e0738395
2024-06-27,colombia,Colombia’s president says country will break diplomatic relations with Israel over war in Gaza,Political Events,https://apnews.com/video/colombia-israel-hamas-war-colombia-government-israel-bf2b4d3591dc4f2c8fc1fed676502519
2024-07-01,colombia,"Colombia captures one of the founders of the Tren de Aragua gang, wanted in Venezuela and Chile",Other,https://apnews.com/article/gang-leader-tren-de-aragua-colombia-venezuela-arrest-7f7390299e043747de298ffadd4a06fe
2024-06-26,colombia,The collapse of a cable car in Colombia kills 1 person and injures 20,Other,https://apnews.com/article/medellin-colombia-cable-car-collapse-2d1be5aaf13785d0a89b05288d0f4d42
2024-06-24,colombia,Colombia launches talks with rebel group led by fighters who returned to arms after 2016 peace deal,Other,https://apnews.com/article/colombia-venezuela-rebel-groups-peace-talks-207b3d12d2f6728780c3ed5d4f4d87e8
2024-06-21,colombia,Single-A Carolina League Glance,Sports,https://apnews.com/sports/north-carolina-colombia-myrtle-beach-kannapolis-61b3fae0123e7447ef27e6d8bc34788b
2024-06-21,colombia,"After nearly 25 years away, Falcao returns home to Colombia to play for Millonarios de Bogotá",Other,https://apnews.com/article/radamel-falcao-millonarios-colombia-2d5c953d7d368abc8328f503f0a28c60
2024-06-13,colombia,Colombia plans to provide medical treatment to Palestinian children injured in Israel-Hamas war,Health and Science,https://apnews.com/article/colombia-petro-israel-hamas-palestinian-children-injured-22dbe602921e0c033580748df08ddae9
2024-06-11,colombia,"Florida jury finds Chiquita Brands liable for Colombia deaths, must pay $38.3M to family members",Other,https://apnews.com/article/chiquita-colombia-death-squads-jury-verdict-b2519c1bc2d7eb6bea207f543d8301fd
2024-06-10,colombia,Colombia marks 1st anniversary of rescue of 4 children in the Amazon after their plane crashed,Other,https://apnews.com/article/colombia-indigenous-kids-plane-crash-rescue-amazon-4fb1c8c9ce2b29994de15b909dd09d4f
2024-06-09,colombia,"Colombia routs sloppy US 5-1 in Copa America warmup, extends unbeaten streak to 22 games",Sports,https://apnews.com/article/united-states-colombia-score-e90c1767caf0059e2bd441ecbfefc666
2024-06-09,colombia,Colombia will suspend coal exports to Israel over war in Gaza,Economy and Trade,https://apnews.com/article/colombia-israel-coal-exports-467a61fed8c0779f27a3179629717436
2024-06-07,colombia,"Josh Sargent out for Colombia friendly, could miss Copa America",Other,https://apnews.com/article/sargent-josh-foot-injury-371cdab80dc9974aadd149b8bbc455e5
2024-06-04,colombia,Columbia University and a Jewish student agree on a settlement that imposes more safety measures,Other,https://apnews.com/article/columbia-israel-gaza-protests-settlement-f93e2ba27e0d7d018fc5d0115e9480e6
2024-05-29,colombia,"Colombia’s congress votes to ban bullfights, dealing a blow to the centuries-old tradition",Political Events,https://apnews.com/article/colombia-bullfights-ban-congress-b724b6b27cebceab8b8b3d42b4d6c2a5
2024-05-28,colombia,Insurance company Sura withdraws from Colombia’s health system as government pushes for control,Political Events,https://apnews.com/article/colombia-sura-health-care-insurance-901982bcf6bd717ce7b968a99203851f
2024-05-24,colombia,Colombia’s ex-President Uribe charged with witness tampering in polarizing legal battle,Political Events,https://apnews.com/article/colombia-alvaro-uribe-charges-witness-tampering-bd11a922142d000db1fcac178a1a147e
2024-05-20,colombia,Tennessee professor swept away by wave during Brazil study-abroad trip has died,International Relations and Diplomacy,https://apnews.com/article/tennessee-college-professor-killed-brazil-wave-ef071a41f025d117e59896ff9d1a706a
2024-05-20,colombia,Violence intensifies in southwest Colombia as FARC holdout group attacks police and military,Security and Law Enforcement,https://apnews.com/article/colombia-rebels-violence-farcemc-220e719762ca2d87823596b2778d43f3
2024-05-03,colombia,Colombia breaks diplomatic ties with Israel but its military relies on key Israeli-built equipment,Political Events,https://apnews.com/article/colombia-israel-diplomatic-ties-military-equipment-0c04009ccfc6110e20ee358403509500
2024-05-03,colombia,The Latest | Hamas will send a delegation to Cairo to keep up cease-fire talks,Other,https://apnews.com/article/israel-iran-hamas-latest-05-02-2024-674ba9c58c74dd5741f72dd0bb6ea353
2024-05-02,colombia,Colombia’s president says country will break diplomatic relations with Israel over war in Gaza,Political Events,https://apnews.com/article/colombia-petro-israel-netanyahu-hamas-palestinian-cfcddd89c649ad8111977d3cb5bc60bf
2024-04-30,colombia,Colombia’s president says thousands of grenades and bullets have gone missing from army bases,Political Events,https://apnews.com/article/colombia-military-ammunition-missing-99550fe1c32d61300d137b1a1d017744
2024-04-29,colombia,"A Colombian army helicopter has crashed in a rural area of the country’s north, killing 9 soldiers",Other,https://apnews.com/article/colombia-helicopter-crash-military-65cd04557f7c8d86c8000de5be414a01
2024-05-01,colombia,How Columbia University’s complex history with the student protest movement echoes into today,Political Events,https://apnews.com/article/columbia-gaza-campus-protests-1968-505f9da3aef5ce7a9f7d6eb962dacb5d
2024-04-27,colombia,Columbia protesters say they’re at an impasse with administrators and will continue anti-war camp,Political Events,https://apnews.com/article/israel-palestine-war-campus-protests-e8a2e657e2614f94373beae602e9ba9d
2024-04-25,colombia,"Columbia’s president, no stranger to complex challenges, walks tightrope on student protests",Political Events,https://apnews.com/article/columbia-president-minouche-shafik-protests-30a231f01f8a900ec9585dcf92337ec4
2024-04-23,colombia,Colombia rolls out new incentives to cut electricity consumption as dry weather persists,Other,https://apnews.com/article/colombia-electricity-crisis-drought-453a15f8227353d67622e2d2b3fe4ac7
2024-04-23,colombia,"With graduation near, colleges seek to balance safety and students’ right to protest Gaza war",Political Events,https://apnews.com/article/college-graduation-israel-gaza-protest-3b363f57cbe915e95b68eeed04ca342d
2024-04-22,colombia,Celebrity handbag designer sentenced to 18 months in prison for smuggling crocodile handbags,Culture and Society,https://apnews.com/article/fashion-designer-sentenced-nancy-gonzalez-d636a371d13bb1a912adc89679a80c0d
2024-04-18,colombia,"Police arrest dozens of pro-Palestinian protesters at Columbia, including congresswoman’s daughter",Political Events,https://apnews.com/article/columbia-protests-israel-palestinian-hirsi-cd80372939c7c08a40346e8b7d546da1
2024-04-17,colombia,Columbia’s president rebuts claims she has allowed the university to become a hotbed of antisemitism,Political Events,https://apnews.com/article/columbia-president-congress-israel-hamas-antisemitism-3255357b4443c1fb4bae8b8ea5774ee5
