,urls,date,location,title
0,https://www.ndtv.com/world-news/australian-man-arrested-over-childrens-death-in-horrifying-home-fire-6058010, Monday July 08," Sydney                                                        
                                                        ","Australian Man Arrested Over Children's Death In ""Horrifying"" Home Fire"
1,https://www.ndtv.com/world-news/jimmy-maladina-senior-papua-new-guinea-minister-arrested-for-assaulting-woman-in-australia-6050703, Sunday July 07," Sydney                                                        
                                                        ",Senior Papua New Guinea Minister Arrested For Assaulting Woman In Australia
2,https://www.ndtv.com/world-news/co-flier-recalls-meeting-indian-origin-woman-who-died-mid-flight-her-innocent-face-6038584, Friday July 05, ,"Co-Flier Recalls Meeting Indian-Origin Woman Who Died Mid-Flight: ""Her Innocent Face..."""
3,https://www.ndtv.com/world-news/mcdonalds-australia-adjusts-breakfast-hours-amid-bird-flu-outbreak-6030942, Thursday July 04," Sydney                                                        
                                                        ",McDonald's Australia Adjusts Breakfast Hours Amid Bird Flu Outbreak
4,https://www.ndtv.com/world-news/us-tech-giant-amazon-secures-1-3b-deal-to-build-top-secret-cloud-for-australian-military-6030775, Thursday July 04," Sydney                                                        
                                                        ",Amazon Seals $1.3 Billion Deal To Build Top-Secret Cloud For Australian Military
5,https://www.ndtv.com/world-news/australian-police-find-remains-of-missing-child-in-suspected-crocodile-attack-6030313, Thursday July 04," Sydney                                                        
                                                        ",Australian Missing Child's Remains Found After Suspected Crocodile Attack
6,https://www.ndtv.com/india-news/australia-doubles-foreign-student-visa-fee-to-tackle-migration-6006700, Monday July 01," Sydney                                                        
                                                        ",Australia Doubles Foreign Student Visa Fee To Tackle Migration
7,https://www.ndtv.com/world-news/meta-warns-news-block-on-facebook-for-australia-over-licensing-fees-5987259, Friday June 28," Sydney                                                        
                                                        ",Meta Warns News Block On Facebook For Australia Over Licensing Fees
8,https://www.ndtv.com/world-news/free-from-prison-wikileaks-founder-julian-assange-plans-to-rediscover-life-enjoy-freedom-5979655, Thursday June 27, Canberra,"Free From Prison, Julian Assange Plans To ""Rediscover Life"", Enjoy Freedom"
9,https://www.ndtv.com/world-news/australian-prime-minister-anthony-albanese-hails-julian-assanges-return-opposition-says-he-is-no-martyr-5978543, Thursday June 27," Sydney                                                        
                                                        ","Australian PM Hails Assange's Return, Opposition Says He Is ""No Martyr"""
10,https://www.ndtv.com/world-news/how-australias-quiet-diplomacy-led-wikileaks-founder-julian-assange-to-freedom-5974456, Wednesday June 26," Canberra/London                                                        
                                                        ",How Australia's Quiet Diplomacy Led WikiLeaks' Julian Assange To Freedom
11,https://www.ndtv.com/world-news/julian-assange-lands-in-australia-as-a-free-man-5973852, Wednesday June 26," Canberra                                                        
                                                        ",Watch: Julian Assange's Tight Hug For Wife As He Returns Home A Free Man
12,https://www.ndtv.com/world-news/australian-pm-calls-assanges-us-plea-deal-hearing-welcome-development-5971045, Wednesday June 26," Sydney                                                        
                                                        ","""Welcome Development"": Australian PM On Julian Assange's US Plea Deal"
13,https://www.ndtv.com/world-news/australia-opens-armed-forces-for-non-citizens-amid-recruitment-shortage-5813368, Tuesday June 04, Sydney,Australia Opens Armed Forces For Non-Citizens Amid Recruitment Shortage
14,https://www.ndtv.com/world-news/order-blocking-elon-musks-x-for-australian-church-stabbing-video-lifted-5650301, Monday May 13," Sydney                                                        
                                                        ",Order Blocking Elon Musk's X For Australian Church Stabbing Video Lifted
15,https://www.ndtv.com/world-news/northern-lights-aurora-borealis-cover-europe-us-australia-after-strongest-solar-storm-in-2-decades-5638170, Saturday May 11, ,Glimpses Of Northern Lights After Strongest Solar Storm In 2 Decades
16,https://www.ndtv.com/world-news/australia-student-visa-explained-how-australias-new-student-visa-rule-change-affects-indians-5617681, Thursday May 09, ,Explained: How Australia's New Student Visa Rule Change Affects Indians
17,https://www.ndtv.com/indians-abroad/navjeet-sandhu-abhijeet-robin-gartan-2-brothers-from-haryana-arrested-for-killing-indian-student-in-australia-5621939, Thursday May 09," New Delhi                                                        
                                                        ",2 Brothers From Haryana Arrested For Killing Indian Student In Australia
18,https://www.ndtv.com/world-news/bodies-of-murdered-australian-us-surfers-identified-in-mexico-5597978, Monday May 06, Tijuana,"Bodies Of Murdered Australian, US Surfers Identified In Mexico"
19,https://www.ndtv.com/world-news/bodies-in-mexico-presumed-to-be-missing-us-australian-surfers-have-bullet-wounds-5597348, Monday May 06, Tijuana,"Bodies In Mexico, Likely Those Of Missing US, Australia Surfers, Found With Bullet Wounds"
20,https://www.ndtv.com/world-news/radicalised-teenager-with-knife-shot-dead-by-cops-in-australia-5591333, Sunday May 05," Sydney                                                        
                                                        ","""Radicalised"" Teenager With Knife Shot Dead By Cops In Australia"
21,https://www.ndtv.com/world-news/after-us-anti-israel-pro-palestinian-student-protests-spread-to-more-countries-over-gaza-war-hamas-5590691, Sunday May 05," New Delhi                                                        
                                                        ","After US, Pro-Palestinian Student Protests Spread To More Countries"
22,https://www.ndtv.com/world-news/australian-pm-says-violence-against-women-a-national-crisis-5562181, Wednesday May 01," Sydney                                                        
                                                        ","Australian PM Says Violence Against Women A ""National Crisis"""
23,https://www.ndtv.com/world-news/he-helped-save-lives-australia-mourns-pak-guard-killed-in-sydney-attack-5528071, Friday April 26," Sydney                                                        
                                                        ","""He Helped Save Lives"": Australia Mourns Pak Guard Killed In Sydney Attack"
24,https://www.ndtv.com/world-news/cant-get-out-of-bed-ex-australia-pm-says-he-was-on-meds-for-anxiety-5528057, Friday April 26," Sydney                                                        
                                                        ","""Can't Get Out Of Bed"": Ex Australia PM Says He Was ""On Meds"" For Anxiety"
25,https://www.ndtv.com/world-news/elon-musks-x-says-australia-bishop-stabbing-posts-dont-promote-violence-5526067, Friday April 26, ,Elon Musk's X Says Australia Bishop Stabbing Posts Don't Promote Violence
26,https://www.ndtv.com/world-news/160-pilot-whales-stranded-on-australian-beach-likely-to-be-euthanised-5519447, Thursday April 25," Sydney                                                        
                                                        ","Over 100 Pilot Whales Stranded On Australian Beach, Likely To Be Euthanised"
27,https://www.ndtv.com/world-news/australian-pms-message-for-men-boys-need-to-show-more-respect-to-women-5503064, Tuesday April 23," Canberra                                                        
                                                        ","""Need To Show More Respect To Women"": Australian PMs Message For Men, Boys"
28,https://www.ndtv.com/world-news/sydney-stabber-was-psychotic-schizophrenic-off-medication-doctors-5488820, Sunday April 21," Sydney                                                        
                                                        ","Sydney Stabber Was Psychotic, Schizophrenic, Off Medication: Doctors"
29,https://www.ndtv.com/world-news/elon-musks-x-fights-australian-watchdog-over-church-stabbing-posts-5483234, Saturday April 20," Sydney                                                        
                                                        ",Elon Musk's X Fights Australian Watchdog Over Church Stabbing Posts
30,https://www.ndtv.com/world-news/australia-to-give-citizenship-to-pakistani-guard-injured-in-mall-attack-5466765, Thursday April 18," Sydney                                                        
                                                        ",Australia To Give Citizenship To Pakistani Guard Injured In Mall Attack
31,https://www.ndtv.com/world-news/cops-injured-vehicles-damaged-in-unrest-after-church-stabbing-in-australia-5448774, Monday April 15," Sydney                                                        
                                                        ","Cops Injured, Vehicles Damaged In Unrest After Church Stabbing In Australia"
32,https://www.ndtv.com/world-news/several-injured-in-stabbing-incident-at-church-in-sydney-5446910, Monday April 15," Sydney                                                        
                                                        ","Second Stabbing In Sydney In 3 Days, Attacker Targets Church"
33,https://www.ndtv.com/world-news/sydney-mall-killer-attacked-women-avoided-men-cops-say-probe-on-5443757, Monday April 15," Sydney                                                        
                                                        ","Sydney Mall Killer Targeted Women, Avoided Men, Cops Say Probe On"
34,https://www.ndtv.com/world-news/dying-mother-handed-over-baby-in-sydney-mall-stabbing-rampage-5437572, Sunday April 14, ,Dying Mother Handed Over Baby In Sydney Mall Stabbing Rampage
35,https://www.ndtv.com/world-news/hundreds-evacuated-from-mall-in-sydney-after-suspected-stabbing-report-5432183, Saturday April 13, ,"6 Killed In Sydney Mall Stabbings, Attacker Shot Dead, Say Police"
36,https://www.ndtv.com/world-news/qantas-airline-redirects-london-flight-to-avoid-iran-airspace-amid-tensions-5431664, Saturday April 13," Sydney                                                        
                                                        ",Australian Airline Redirects London Flight To Avoid Iran Airspace Amid Tensions
37,https://www.ndtv.com/world-news/this-town-in-australia-has-imposed-a-curfew-on-its-children-heres-why-5360772, Tuesday April 02, ,This Town In Australia Has Imposed A Curfew On Its Children. Here's Why
38,https://www.ndtv.com/world-news/australian-man-rescued-from-drain-was-hiding-not-looking-for-phone-cops-5319644, Wednesday March 27," Sydney                                                        
                                                        ","Australian Man Rescued From Drain Was Hiding, Not Looking For Phone: Cops"
39,https://www.ndtv.com/world-news/australia-tightens-student-visa-rules-as-migration-hits-record-high-5280356, Thursday March 21," Sydney                                                        
                                                        ",Australia Tightens Student Visa Rules As Migration Hits Record High
40,https://www.ndtv.com/world-news/video-australian-woman-performs-yoga-breaks-into-bakery-to-steal-pastry-5274632, Wednesday March 20," Melbourne                                                        
                                                        ","Video: Australian Woman Performs Yoga, Breaks Into Bakery To Steal Pastry"
41,https://www.ndtv.com/world-news/man-dies-after-falling-off-a-hot-air-balloon-in-australias-melbourne-5262507, Monday March 18, ,Man Dies After Falling Off A Hot Air Balloon In Australia's Melbourne
42,https://www.ndtv.com/world-news/uber-to-pay-australian-taxi-drivers-178-million-compensation-heres-why-5261041, Monday March 18," Sydney                                                        
                                                        ",Uber To Pay Australian Taxi Drivers $178 Million Compensation. Here's Why
43,https://www.ndtv.com/world-news/australia-foreign-minister-penny-wong-marries-longtime-partner-sophie-allouache-shares-pics-5254243, Sunday March 17," Sydney                                                        
                                                        ","Australia Foreign Minister Penny Wong Marries Longtime Partner, Shares Pic"
44,https://www.ndtv.com/world-news/media-baron-rupert-murdoch-92-to-marry-for-5th-time-5199397, Friday March 08," New York                                                        
                                                        ","Media Baron Rupert Murdoch, 92, To Marry For 5th Time"
45,https://www.ndtv.com/world-news/australias-beach-named-worlds-best-despite-deadly-animals-wild-weather-5185913, Wednesday March 06," Sydney                                                        
                                                        ","Australia's Beach Named World's Best Despite Deadly Animals, Wild Weather"
46,https://www.ndtv.com/world-news/meta-to-stop-paying-australian-news-media-5154689, Friday March 01," Sydney                                                        
                                                        ",Meta To Stop Paying Australian News Media
47,https://www.ndtv.com/world-news/spy-vs-spy-australian-intel-chief-mike-burgess-reveals-foreign-espionage-network-5145143, Wednesday February 28," Sydney                                                        
                                                        ",'Spy vs Spy': Australian Intel Chief Reveals Foreign Espionage Network
48,https://www.ndtv.com/world-news/jesse-baird-luke-davies-double-murder-missing-tv-host-killer-cop-in-sensational-australia-crime-5111547, Friday February 23," Sydney                                                        
                                                        ","Double Murder, Missing TV Host, Killer Cop In Sensational Australia Crime"
49,https://www.ndtv.com/world-news/thousands-of-people-ordered-to-evacuate-as-bushfire-burns-in-australia-5105545, Thursday February 22, Sydney,Thousands Of  People Ordered To Evacuate As Bushfire Burns In Australia
50,https://www.ndtv.com/world-news/australian-taekwondo-instructor-arrested-for-killing-3-of-family-5098459, Wednesday February 21, Sydney,Australian Taekwondo Instructor Arrested For Killing 3 Of Family
51,https://www.ndtv.com/indians-abroad/indian-national-dies-in-flooding-in-australias-queensland-5067129, Friday February 16," Canberra                                                        
                                                        ",Indian National Dies In Flooding In Australia's Queensland
52,https://www.ndtv.com/world-news/australia-blackout-storm-sweeps-through-melbourne-174-000-homes-without-power-5054729, Wednesday February 14," Melbourne                                                        
                                                        ","Powerful Storm Sweeps Through Melbourne, 174,000 Homes Without Power"
53,https://www.ndtv.com/world-news/the-latest-country-to-give-right-to-ignore-calls-emails-after-hours-5016616, Thursday February 08, ,"The Latest Country To Give Right To Ignore Calls, Emails After Hours"
54,https://www.ndtv.com/world-news/explained-what-is-chinas-suspended-death-penalty-for-australian-blogger-4997842, Monday February 05," Beijing                                                        
                                                        ",Explained: What Is China's Suspended Death Penalty For Australian Blogger
55,https://www.ndtv.com/world-news/china-says-australian-dissident-given-suspended-death-sentence-4997496, Monday February 05," Beijing                                                        
                                                        ",China Says Australian Dissident Given Suspended Death Sentence
56,https://www.ndtv.com/world-news/imf-raises-2024-global-forecast-india-continues-remains-in-bright-spot-4961143, Tuesday January 30," Washington                                                        
                                                        ","IMF Raises 2024 Global Forecast, India Continues To Remain In Bright Spot"
57,https://www.ndtv.com/world-news/australian-news-channel-apologises-to-mp-georgie-purcell-for-editing-body-outfit-in-pic-4960087, Tuesday January 30," Sydney                                                        
                                                        ","Australian News Channel Apologises To MP For Editing Body, Outfit In Pic"
58,https://www.ndtv.com/world-news/shark-attacks-woman-swimming-at-australia-beach-mauls-her-leg-4957518, Tuesday January 30," Sydney                                                        
                                                        ","Shark Attacks Woman Swimming At Australia Beach, Mauls Her Leg"
59,https://www.ndtv.com/world-news/what-is-golden-visa-scheme-for-super-rich-that-australia-has-scraped-4915445, Tuesday January 23," New Delhi                                                        
                                                        ",What Is 'Golden Visa' Scheme For Super-Rich That Australia Has Scraped?
60,https://www.ndtv.com/world-news/h-m-accused-of-sexualising-children-in-new-ad-all-you-need-to-know-4915082, Tuesday January 23, ,H&M Accused Of Sexualising Children In New Ad: All You Need To Know
61,https://www.ndtv.com/india-news/australia-perth-to-construct-worlds-tallest-ram-temple-at-rs-600-crore-4886788, Thursday January 18," New Delhi                                                        
                                                        ","721-Foot Ram Temple, World's Tallest, To Be Constructed In Perth"
62,https://www.ndtv.com/world-news/australian-woman-62-wins-right-to-take-dead-husbands-sperm-4791070, Wednesday January 03, Sydney,"Australian Woman, 62, Wins Legal Battle To Take Dead Husband's Sperm"
63,https://www.ndtv.com/india-news/india-australia-on-his-last-day-in-canberra-indian-high-commissioner-manpreet-vohra-plays-tennis-with-australian-prime-minister-anthony-albanese-4771165, Saturday December 30," Canberra                                                        
                                                        ","On His Last Day In Canberra, Indian Envoy Plays Tennis With Australian PM"
64,https://www.ndtv.com/world-news/sharks-kills-15-year-old-surfing-at-remote-spot-in-southern-australia-4762981, Friday December 29," Sydney                                                        
                                                        ",Sharks Kills 15-Year-Old Surfing At Remote Spot In Southern Australia
