,urls,date,location,title
65,https://www.ndtv.com/world-news/over-120-kg-cocaine-bricks-wash-up-on-australia-beaches-over-christmas-4751187, Wednesday December 27," Sydney                                                        
                                                        ",Over 120 Kg 'Cocaine Bricks' Wash Up On Australia Beaches Over Christmas
66,https://www.ndtv.com/world-news/in-first-such-verdict-australia-finds-melbourne-man-di-sanh-duong-guilty-of-working-for-china-4709891, Wednesday December 20," Sydney                                                        
                                                        ","In First Such Verdict, Australia Finds Melbourne Man Guilty Of Working For China"
67,https://www.ndtv.com/world-news/sydneys-air-quality-on-par-with-delhi-after-rare-smog-from-bushfires-4702379, Tuesday December 19," Sydney                                                        
                                                        ",Sydney's Air Quality On Par With Delhi After Rare Smog From Bushfires
68,https://www.ndtv.com/world-news/australian-woman-cleared-of-murder-conviction-for-deaths-of-her-4-children-4671152, Thursday December 14," Sydney                                                        
                                                        ","""Australia's Worst Female Serial Killer"" Acquitted Of Killing Her 4 Babies"
69,https://www.ndtv.com/world-news/australia-tightens-visa-rules-for-foreign-students-4657982, Tuesday December 12," Sydney                                                        
                                                        ","Australia Tightens Visa Rules: Focus On English Scores, Extended Stay"
70,https://www.ndtv.com/indians-abroad/indian-man-dies-in-australia-car-crash-wife-appeals-for-remains-to-be-sent-back-4638404, Wednesday December 06," Melbourne                                                        
                                                        ",Indian Man Dies In Australia Car Crash; Wife Appeals For Help
71,https://www.ndtv.com/world-news/australian-man-25-fighting-for-life-after-being-buried-alive-on-beach-4632612, Monday December 04, ,"Australian Man, 25, Fighting For Life After Being Buried Alive On Beach"
72,https://www.ndtv.com/world-news/indian-origin-dave-sharma-sworn-in-as-australian-senator-4632029, Monday December 04," Melbourne                                                        
                                                        ",Indian-Origin Dave Sharma Sworn In As Australian Senator
73,https://www.ndtv.com/world-news/australian-cop-charged-for-tasering-95-year-old-dementia-patient-who-died-4616766, Wednesday November 29," Sydney                                                        
                                                        ",Australian Cop Charged For Tasering 95-Year-Old Dementia Patient Who Died
74,https://www.ndtv.com/world-news/australia-sacks-powerful-officer-michael-pezzullo-over-leaked-whatsapp-messages-4609122, Monday November 27," Sydney                                                        
                                                        ",Australia Sacks Powerful Officer Over Leaked WhatsApp Messages
75,https://www.ndtv.com/india-news/india-australia-ties-many-firsts-consulate-expansion-direct-flights-university-campus-s-jaishankar-4592445, Tuesday November 21," New Delhi                                                        
                                                        ","Consulate Expansion, Direct Flights, University Campus: Many Firsts In India-Australia Ties"
76,https://www.ndtv.com/world-news/china-warns-australia-sonar-pulses-emitted-by-chinese-warship-injures-navy-divers-4590208, Monday November 20," Beijing                                                        
                                                        ","""Stop Making Reckless Charges"": China To Australia Over Naval Sonar Claim"
77,https://www.ndtv.com/india-news/india-australia-hold-2-2-dialogue-to-deepen-defence-strategic-ties-4590176, Monday November 20," New Delhi                                                        
                                                        ","India, Australia Hold 2+2 Dialogue To Deepen Defence, Strategic Ties"
78,https://www.ndtv.com/world-news/unsafe-unprofessional-australia-pm-anthony-albanese-after-china-warship-injures-navy-diver-4588810, Monday November 20," Sydney                                                        
                                                        ","""Unsafe, Unprofessional"": Australia PM After China Warship Injures Navy Diver"
79,https://www.ndtv.com/india-news/australian-foreign-minister-penny-wong-in-delhi-for-2-2-ministerial-dialogue-4588328, Monday November 20," New Delhi                                                        
                                                        ",Australian Foreign Minister Penny Wong In Delhi For 2+2 Ministerial Dialogue
80,https://www.ndtv.com/world-news/ex-masterchef-australia-contestant-paul-frost-jailed-for-24-years-for-sexually-abusing-children-4581169, Friday November 17, ,Ex-MasterChef Australia Contestant Paul Frost Jailed For 24 Years For Sexually Abusing Children
81,https://www.ndtv.com/india-news/go-home-indian-sikh-restaurateur-racially-targeted-in-australia-report-4579566, Thursday November 16," Melbourne                                                        
                                                        ","""Go Home Indian"" - Sikh Restaurateur Targeted In Australia: Report"
82,https://www.ndtv.com/world-news/cyberattacks-australia-flags-threat-from-state-backed-hackers-singles-out-2-countries-russia-and-china-4575463, Wednesday November 15, Sydney,"Australia Flags Threat From State-Backed Hackers, Singles Out 2 Countries"
83,https://www.ndtv.com/world-news/over-10-million-australians-lose-internet-phone-services-in-major-telecom-outage-4555876, Wednesday November 08," Sydney                                                        
                                                        ","Over 10 Million Australians Lose Internet, Phone Services In Major Telecom Outage"
84,https://www.ndtv.com/world-news/china-australia-can-become-trusting-partners-xi-jinping-4550269, Monday November 06, Beijing,"China, Australia Can Become ""Trusting"" Partners: Xi Jinping"
85,https://www.ndtv.com/world-news/australia-pm-anthony-albanese-sees-promising-signs-of-better-china-ties-4548949, Monday November 06," Beijing                                                        
                                                        ","Australia PM Anthony Albanese Sees ""Promising Signs"" Of Better China Ties"
86,https://www.ndtv.com/indians-abroad/australian-court-asks-ex-indian-envoy-navdeep-singh-suri-to-pay-compensation-to-former-employee-reports-4548638, Monday November 06," New Delhi                                                        
                                                        ",Ex-Indian Envoy Asked To Pay Compensation To Former Domestic Help: Report
87,https://www.ndtv.com/world-news/australia-pm-anthony-albanese-seeks-dialogue-cooperation-during-positive-china-visit-4546712, Sunday November 05," Shanghai                                                        
                                                        ","Australia PM Anthony Albanese Seeks Dialogue, Cooperation During ""Positive"" China Visit"
88,https://www.ndtv.com/world-news/3-killed-after-plane-crashes-while-fighting-bushfire-in-australia-4545726, Saturday November 04, Sydney,3 Killed After Plane Crashes While Fighting Bushfire In Australia
89,https://www.ndtv.com/world-news/dramatic-video-shows-woman-running-onto-tarmac-to-catch-her-flight-in-australia-4540286, Thursday November 02, ,Dramatic Video Shows Woman Running Onto Tarmac To Catch Her Flight In Australia
90,https://www.ndtv.com/world-news/left-to-die-sons-of-australian-jailed-in-china-push-for-fathers-release-4534196, Wednesday November 01, Sydney,"""Left To Die"", Sons Of Australian Jailed In China Push For Father's Release"
91,https://www.ndtv.com/world-news/shark-had-his-says-witness-australian-authorities-search-for-surfers-body-remains-australia-4534068, Wednesday November 01, Sydney,"""Shark Had His..."" Says Witness, Search On For Surfer's Body: Australia"
92,https://www.ndtv.com/world-news/us-woman-found-dead-three-days-after-being-arrested-for-911-calls-4520290, Friday October 27, ,US Woman Found Dead Three Days After Being Arrested For 911 Calls
93,https://www.ndtv.com/world-news/australia-approves-essential-aerial-killing-of-wild-horses-known-locally-as-brumbies-that-live-in-live-in-kosciuszko-national-park-4518620, Friday October 27, Sydney,"Thousands Of Wild Horses To Be Shot In Australia, Here's Why"
94,https://www.ndtv.com/world-news/terrifying-moment-australian-surfer-collides-with-whale-4517684, Thursday October 26, ,Video: Terrifying Moment When Australian Surfer Collides With Whale
95,https://www.ndtv.com/world-news/carnival-australia-misled-about-covid-risks-in-cruise-australian-court-4511703, Wednesday October 25," Sydney                                                        
                                                        ",Carnival Australia Misled About Covid Risks In Cruise: Australian Court
96,https://www.ndtv.com/world-news/microsoft-announces-3-2-billion-investment-in-australia-4508642, Tuesday October 24, Sydney,Microsoft Announces $3.2 Billion Investment In Australia
97,https://www.ndtv.com/world-news/australia-pm-anthony-albanese-to-get-gala-us-president-joe-biden-welcome-with-china-ukraine-talks-on-menu-4508636, Tuesday October 24, Washington,"Australia PM To Get Gala Biden Welcome With China, Ukraine Talks On Menu"
98,https://www.ndtv.com/world-news/microsoft-to-spend-3-2-billion-on-major-ai-expansions-in-australia-4507603, Monday October 23," Sydney                                                        
                                                        ",Microsoft To Spend $3.2 Billion On Major AI Expansions In Australia
99,https://www.ndtv.com/world-news/australia-fines-musks-x-twitter-3-86-000-over-anti-child-abuse-gaps-4483484, Sunday October 15," Sydney                                                        
                                                        ","Musk's X Fined $3,86,000 Over Lack Of Information On Child Abuse Content"
100,https://www.ndtv.com/world-news/what-is-australias-indigenous-rights-referendum-vote-5-things-to-know-4470226, Wednesday October 11," Sydney                                                        
                                                        ",What Is Australia's Indigenous Rights Referendum Vote? 5 Things To Know
101,https://www.ndtv.com/world-news/meet-australias-cardboard-king-trump-is-accused-of-spilling-us-nuke-secrets-to-4454721, Friday October 06, ,Meet Australia's 'Cardboard King' Trump Is Accused Of Spilling US Nuke Secrets To
102,https://www.ndtv.com/world-news/bushfires-spread-in-parts-of-australia-amid-spring-heatwave-4444143, Tuesday October 03," Sydney                                                        
                                                        ",Bushfires Spread In Parts Of Australia Amid Spring Heatwave
103,https://www.ndtv.com/world-news/australia-reels-under-sweltering-heat-amid-bushfire-threats-4439425, Sunday October 01," Sydney                                                        
                                                        ",Australia Reels Under Sweltering Heat Amid Bushfire Threats
104,https://www.ndtv.com/world-news/1-killed-1-injured-after-whale-strikes-boat-off-australia-4437117, Saturday September 30, Sydney,"1 Killed, 1 Injured After Whale Strikes Boat Off Australia"
105,https://www.ndtv.com/world-news/scientists-discover-8th-continent-that-had-been-missing-for-375-years-4427501, Wednesday September 27, ,Scientists Discover 8th 'Continent' That Had Been Missing For 375 Years
106,https://www.ndtv.com/world-news/british-crocodile-expert-raped-dozens-of-dogs-filmed-act-in-torture-room-4427252, Wednesday September 27, ,"British Crocodile Expert Raped Dozens of Dogs, Filmed Act In ""Torture Room"""
107,https://www.ndtv.com/world-news/missing-2-year-old-girl-in-us-found-asleep-in-remote-area-using-family-dog-as-pillow-4416734, Saturday September 23, ,Missing 2-Year-Old Girl In US Found Asleep In Remote Area Using Family Dog As Pillow
108,https://www.ndtv.com/world-news/australian-woman-mauled-by-her-2-rottweilers-as-neighbours-watch-4409876, Thursday September 21, ,Australian Woman Mauled By Her 2 Rottweilers As Neighbours Watch
109,https://www.ndtv.com/world-news/australia-launches-12-month-long-investigation-into-its-covid-response-4409605, Thursday September 21," Sydney                                                        
                                                        ",Australia Launches 12-Month Long Investigation Into Its Covid Response
110,https://www.ndtv.com/india-news/hardeep-singh-nijjar-australia-says-it-has-raised-canada-khalistani-terrorists-death-with-india-4405988, Wednesday September 20," New Delhi                                                        
                                                        ",Australia Says It Has Raised Canada Khalistani Terrorist's Death With India
111,https://www.ndtv.com/world-news/australia-warns-of-worse-fires-heat-as-el-nino-kicks-in-4403200, Tuesday September 19, Australia,"Australia Warns Of Worse Fires, Heat As El Nino Kicks In"
112,https://www.ndtv.com/world-news/indian-origin-man-in-australia-sues-hospital-claiming-wifes-c-section-caused-him-psychotic-illness-4403161, Tuesday September 19, ,"Indian-Origin Man In Australia Sues Hospital Claiming Wife's C-Section Caused Him ""Psychotic Illness"""
113,https://www.ndtv.com/world-news/australian-national-university-stabbing-3-injured-in-australian-university-campus-stabbing-4400298, Monday September 18, Sydney,3 Injured In Australian University Campus Stabbing
114,https://www.ndtv.com/world-news/australia-sees-very-uncommon-heatwave-temperatures-set-to-break-records-4399995, Monday September 18," Sydney                                                        
                                                        ","Australia Sees ""Very Uncommon"" Heatwave, Temperatures Set To Break Records"
115,https://www.ndtv.com/world-news/australian-man-surfs-with-pet-python-around-his-neck-fined-4399662, Monday September 18," Sydney                                                        
                                                        ","Australian Man Surfs With Pet Python Around His Neck, Fined $1,500"
116,https://www.ndtv.com/world-news/indigenous-rights-supporters-rally-across-australia-ahead-of-key-vote-4397616, Sunday September 17," Sydney                                                        
                                                        ",Indigenous Rights Supporters Rally Across Australia Ahead Of Key Vote
117,https://www.ndtv.com/world-news/explained-why-australias-sydney-is-engulfed-in-smoke-for-days-4392213, Friday September 15, ,Explained: Why Australia's Sydney Is Engulfed In Smoke For Days
118,https://www.ndtv.com/world-news/smoke-blankets-sydney-as-australia-prepares-for-most-intense-bushfire-season-4384708, Wednesday September 13," Sydney                                                        
                                                        ","Smoke Blankets Sydney As Australia Prepares For ""Most Intense"" Bushfires"
119,https://www.ndtv.com/world-news/male-mps-breathed-on-back-of-neck-alleges-ex-australian-home-minister-4382354, Tuesday September 12," Sydney                                                        
                                                        ","""Breathed On Back Of My Neck"": Ex Australia Minister Harassed In Parliament"
120,https://www.ndtv.com/world-news/5-year-old-girl-dies-days-after-being-misdiagnosed-with-common-cold-in-australia-4380959, Monday September 11, ,5-Year-Old Girl Dies Days After Being Misdiagnosed With Common Cold In Australia
121,https://www.ndtv.com/world-news/new-zealand-woman-33-dies-of-health-condition-after-she-was-told-by-doctors-that-she-was-faking-her-illness-4369660, Thursday September 07, ,"New Zealand Woman, 33, Dies Of Health Condition After She Was Told By Doctors That She Was Faking Her Illness"
122,https://www.ndtv.com/indians-abroad/australian-woman-suspended-over-racist-email-to-indian-tennant-report-4355509, Sunday September 03," Melbourne                                                        
                                                        ",Australian Woman Suspended Over Racist Email To Indian Tennant: Report
123,https://www.ndtv.com/world-news/3-us-marines-killed-as-aircraft-with-23-on-board-crashes-in-australia-4333429, Sunday August 27," Sydney                                                        
                                                        ","3 US Marines Killed As Aircraft, With 23 On Board, Crashes In Australia"
124,https://www.ndtv.com/world-news/us-military-aircraft-with-20-on-board-crashes-in-australia-report-4333118, Sunday August 27, ,"US Military Aircraft, With 20 On Board, Crashes In Australia: Report"
125,https://www.ndtv.com/world-news/australian-toddler-had-just-a-fever-it-turned-out-to-be-4333104, Sunday August 27, ,"Australian Toddler Had ""Just A Fever"", It Turned Out To Be..."
126,https://www.ndtv.com/world-news/australia-court-jails-former-school-principal-for-15-years-for-child-sex-crimes-4324739, Thursday August 24," Melbourne                                                        
                                                        ",Australia Court Jails Ex School Principal For 15 Years For Child Sex Crimes
127,https://www.ndtv.com/world-news/5-year-old-loses-toe-while-playing-on-merry-go-round-in-australia-4321732, Wednesday August 23, ,5-Year-Old Loses Toe While Playing On Merry-Go-Round In Australia
128,https://www.ndtv.com/world-news/australia-agrees-830-million-long-range-missile-deal-with-us-4314645, Monday August 21," Sydney                                                        
                                                        ",Australia Agrees $830 Million Long-Range Missile Deal With US
129,https://www.ndtv.com/world-news/man-26-killed-in-bar-fight-that-only-lasted-90-seconds-in-australia-4313359, Sunday August 20, ,"Man, 26, Killed In Bar Fight That Only Lasted 90 Seconds In Australia"
130,https://www.ndtv.com/world-news/australian-state-to-pay-243-million-for-pulling-out-of-commonwealth-games-4310560, Saturday August 19," Sydney                                                        
                                                        ",Australian State To Pay $243 Million For Pulling Out Of Commonwealth Games
131,https://www.ndtv.com/world-news/australian-man-sentenced-for-mailing-faeces-urine-to-hollywood-stars-4302168, Wednesday August 16, Sydney,"Australian Man Sentenced For Mailing Faeces, Urine To Hollywood Stars"
132,https://www.ndtv.com/world-news/australian-couple-accused-of-having-sex-with-dogs-and-filming-it-arrested-4302128, Wednesday August 16, ,Australian Couple Accused Of Having Sex With Dogs And Filming It Arrested
133,https://www.ndtv.com/world-news/beef-wellington-3-deaths-and-a-mushroom-mystery-in-australia-4296195, Monday August 14," Sydney                                                        
                                                        ","Beef Wellington, 3 Deaths, And A Mushroom Mystery In Australia"
134,https://www.ndtv.com/world-news/australias-defence-department-charged-after-crocodile-attacks-2-soldiers-4289141, Friday August 11," Sydney                                                        
                                                        ",Australia's Defence Department Charged After Crocodile Attacks 2 Soldiers
135,https://www.ndtv.com/world-news/3-dead-after-eating-wild-mushrooms-served-by-daughter-in-law-in-australia-4286725, Thursday August 10, ,3 Dead After Eating Wild Mushrooms Served By Daughter-In-Law In Australia
